,Weight
1,4.491521681514271e-06
2,4.4915213641332706e-06
3,4.491521046764688e-06
4,4.4915207294085556e-06
5,4.491520412064853e-06
6,4.491520094733612e-06
7,4.491519777414793e-06
8,4.491519460108452e-06
9,4.491519142814531e-06
10,4.4915188255330515e-06
11,4.491518508264037e-06
12,4.4915181910074485e-06
13,4.491517873763304e-06
14,4.491517556531604e-06
15,4.491517239312381e-06
16,4.491516922105578e-06
17,4.491516604911234e-06
18,4.491516287729326e-06
19,4.491515970559863e-06
20,4.491515653402841e-06
21,4.491515336258262e-06
22,4.49151501912615e-06
23,4.491514702006501e-06
24,4.49151438489927e-06
25,4.491514067804503e-06
26,4.4915137507221365e-06
27,0.07824204528151758
28,4.4972591572803e-06
29,4.497258809829451e-06
30,4.497258462391935e-06
31,4.497258114967872e-06
32,4.49725776755716e-06
33,4.497257420159868e-06
34,4.497257072775951e-06
35,4.497256725405424e-06
36,4.497256378048279e-06
37,4.497256030704591e-06
38,4.497255683374256e-06
39,4.497255336057318e-06
40,4.497254988753765e-06
41,4.497254641463609e-06
42,4.497254294186872e-06
43,4.4972539469234935e-06
44,4.497253599673496e-06
45,4.497253252436932e-06
46,4.497252905213745e-06
47,4.497252558003974e-06
48,4.497252210807573e-06
49,4.49725186362461e-06
50,4.497251516454997e-06
51,4.497251169298774e-06
52,4.4972508221559775e-06
53,4.4972504750265716e-06
54,4.497250127910566e-06
55,4.497249780807926e-06
56,4.4972494337187074e-06
57,4.497249086642911e-06
58,4.497248739580463e-06
59,0.1283435418385004
60,4.497248392531438e-06
61,4.497246216980768e-06
62,4.497245869923392e-06
63,4.497245522879402e-06
64,4.497245175848799e-06
65,4.497244828831614e-06
66,4.497244481827833e-06
67,4.497244134837423e-06
68,4.497243787860407e-06
69,0.2332313128981602
70,4.497243440896811e-06
71,4.497243093946632e-06
72,4.497242747010151e-06
73,4.497242400087395e-06
74,4.49724205317843e-06
75,4.497241706283125e-06
76,4.497241359401576e-06
77,4.49724101253375e-06
78,4.497240665679676e-06
79,4.497240318839327e-06
80,4.497239972012695e-06
81,4.497239625199809e-06
82,4.4972392784006604e-06
83,4.497238931615238e-06
84,4.497238584843514e-06
85,4.4972382380855824e-06
86,4.497237891341357e-06
87,4.497237544610863e-06
88,4.497237197894094e-06
89,4.49723685119107e-06
90,4.497236504501794e-06
91,4.49723615782624e-06
92,4.497235811164437e-06
93,4.497235464516339e-06
94,4.497235117881963e-06
95,4.497234771261376e-06
96,4.497234424654503e-06
97,4.497234078061344e-06
98,4.497233731481953e-06
99,4.497233384916254e-06
100,4.497233038364355e-06
101,4.497232691826137e-06
102,4.4972323453016875e-06
103,4.497231998790957e-06
104,4.4972316522939585e-06
105,4.497231305810726e-06
106,4.497230959341225e-06
107,4.4972306128854505e-06
108,4.49723026644341e-06
109,4.497229920015125e-06
110,4.497229573600577e-06
111,4.497229227199785e-06
112,4.497228880812697e-06
113,4.497228534439369e-06
114,4.497228188079752e-06
115,4.497227841733916e-06
116,4.497227495401787e-06
117,4.497227149083428e-06
118,4.497226802778787e-06
119,4.497226456487891e-06
