,Weight
1,3.4376481778627307e-06
2,3.4376479614012015e-06
3,3.4376477449494057e-06
4,3.437647528507314e-06
5,3.4376473120749493e-06
6,3.4376470956523075e-06
7,3.4376468792394095e-06
8,3.437646662836218e-06
9,3.4376464464427425e-06
10,3.437646230058999e-06
11,3.4376460136849793e-06
12,3.437645797320683e-06
13,0.03731786307866935
14,3.406207064788454e-06
15,3.4062053451567184e-06
16,3.4062036255088216e-06
17,3.406201905844725e-06
18,3.4062001861644507e-06
19,3.4061984664679754e-06
20,3.4061967467553107e-06
21,3.4061950270264583e-06
22,3.4061933072814268e-06
23,3.4061915875201788e-06
24,3.4061898677427508e-06
25,3.4061881479491402e-06
26,3.406186428139311e-06
27,0.011801091741106884
28,3.40618470831333e-06
29,3.4061829884711394e-06
30,3.406181268612762e-06
31,3.406179548738168e-06
32,3.4061778288473795e-06
33,3.406176108940423e-06
34,3.4061743890172454e-06
35,3.4061726690778965e-06
36,3.4061709491223434e-06
37,3.4061692291506153e-06
38,3.4061675091626272e-06
39,3.4061657891585137e-06
40,3.406164069138151e-06
41,3.406162349101634e-06
42,3.4061606290488678e-06
43,3.406158908979925e-06
44,3.406157188894812e-06
45,3.406155468793465e-06
46,3.406153748675936e-06
47,3.4061520285422037e-06
48,3.4061503083922735e-06
49,3.4061485882261446e-06
50,3.4061444358435887e-06
51,3.4061427156197553e-06
52,3.406140995379685e-06
53,3.406139275123424e-06
54,3.406137554850944e-06
55,3.4061358345623008e-06
56,3.406134114257421e-06
57,3.406132393936348e-06
58,3.4061306735990633e-06
59,3.406128953245575e-06
60,0.02106502668090029
61,3.4061272328758977e-06
62,3.4061254821570355e-06
63,3.406123731421396e-06
64,3.4061219806689362e-06
65,3.4061202298996298e-06
66,3.406118479113542e-06
67,3.406116728310663e-06
68,3.406114977490885e-06
69,0.12854044221981997
70,3.437645580966126e-06
71,3.437644251623114e-06
72,3.4376429222816473e-06
73,3.437641592941682e-06
74,3.437640263603203e-06
75,3.4376389342662274e-06
76,3.4376376049308006e-06
77,3.4376362755968667e-06
78,3.4376349462644266e-06
79,3.437633616933486e-06
80,3.4376322876040885e-06
81,3.4376309582762007e-06
82,3.437629628949791e-06
83,3.437628299624917e-06
84,3.4376269703015456e-06
85,3.4376256409796726e-06
86,3.4376243116593e-06
87,3.4376229823404124e-06
88,3.43762165302306e-06
89,3.4376203237072205e-06
90,3.4376189943928937e-06
91,3.4376176650800513e-06
92,3.4376163357687285e-06
93,3.4376150064589258e-06
94,3.437613677150598e-06
95,3.437612347843807e-06
96,3.4376110185385006e-06
97,3.4376096892347016e-06
98,3.4376083599324125e-06
99,3.437607030631622e-06
100,3.4376057013323547e-06
101,3.4376043720345747e-06
102,3.437603042738296e-06
103,3.437601713443549e-06
104,3.437600384150266e-06
105,0.007596443065308011
106,3.4375990548585116e-06
107,3.4375977255682588e-06
108,3.4375963962770653e-06
109,3.437595066984875e-06
110,3.4375937376917442e-06
111,3.4375924083976556e-06
112,3.437591079102584e-06
113,3.437589749806556e-06
114,3.437588420509583e-06
115,3.4375870912116437e-06
116,3.43758576191272e-06
117,3.437584432612868e-06
118,3.437583103312008e-06
119,0.0059878763651577144
120,3.4375817740102174e-06
121,3.437580444719783e-06
122,3.4375791154283844e-06
123,3.437577786136027e-06
124,3.437576456842715e-06
125,3.4375751275484183e-06
126,3.4375737982531506e-06
127,3.4375724689569516e-06
128,3.4375711396597353e-06
129,3.4375698103616105e-06
130,3.4375684810624905e-06
131,3.4375671517624015e-06
132,3.437565822461345e-06
133,3.437564493159352e-06
134,3.4375631638563713e-06
135,3.43756183455242e-06
136,3.4375605052474883e-06
137,3.4375591759416158e-06
138,3.437557846634756e-06
139,3.4375565173269548e-06
140,3.437555188018166e-06
141,3.437553858708418e-06
142,3.4061132266544242e-06
143,3.4028355149396477e-06
144,3.402834079119555e-06
145,3.4028326432861927e-06
146,3.402831207439571e-06
147,3.402829771579716e-06
148,3.4028283357066235e-06
149,3.4028268998202567e-06
150,3.4028254639206545e-06
151,3.402824028007814e-06
152,3.402822592081699e-06
153,3.4028211561423815e-06
154,0.08558023958518832
155,3.420499213538643e-06
156,3.420497643863786e-06
157,3.4204960741747912e-06
158,3.420494504471722e-06
159,3.420492934754583e-06
160,3.42049136502327e-06
161,3.4204897952778883e-06
162,3.4204882255183897e-06
163,3.420486655744808e-06
164,3.420485085957118e-06
165,3.4204835161553145e-06
166,3.420481946339444e-06
167,3.420480376509441e-06
168,3.4204788066653364e-06
169,3.420477236807111e-06
170,3.4204756669348226e-06
171,3.4204740970484194e-06
172,3.4204725271463487e-06
173,3.4204709572286156e-06
174,3.4204693872952805e-06
175,3.4204678173462274e-06
176,3.420466247381551e-06
177,3.420464677401219e-06
178,3.4204631074052335e-06
179,3.420461537393595e-06
180,3.4204599673662925e-06
181,3.4204583973233496e-06
182,3.420456827264722e-06
183,3.4204552571904925e-06
184,3.420453687100552e-06
185,3.4204521169949453e-06
186,3.4204505468737387e-06
187,3.420448976736843e-06
188,3.420447406584289e-06
189,3.4204458364160792e-06
190,3.420444266232239e-06
