,Weight
1,3.163756650888481e-06
2,3.163755507476204e-06
3,3.163754364087962e-06
4,3.1637532207237357e-06
5,0.04271312006576436
6,3.1952309637162465e-06
7,3.1952301351889354e-06
8,3.195229306688812e-06
9,3.195228478215871e-06
10,3.1952276497701153e-06
11,3.195226821351524e-06
12,3.195225992960112e-06
13,3.1952251645958785e-06
14,3.195224336258853e-06
15,3.195223507948958e-06
16,3.1952226796662614e-06
17,3.1952218514107717e-06
18,3.195221023182435e-06
19,3.195220194981272e-06
20,3.195219366807308e-06
21,3.1952185386605125e-06
22,3.1952177105409195e-06
23,3.195216882448484e-06
24,3.1952160543832412e-06
25,0.007802352427653245
26,3.195214398334311e-06
27,3.195213570350607e-06
28,3.195212742392326e-06
29,3.1952119144594596e-06
30,3.1952110865519602e-06
31,3.1952102586698676e-06
32,3.195209430813195e-06
33,3.19520860298193e-06
34,3.1952077751760595e-06
35,3.1952069473956154e-06
36,3.195206119640567e-06
37,3.1952052919109362e-06
38,3.195204464206686e-06
39,3.195203636527859e-06
40,3.195202808874435e-06
41,3.195201981246393e-06
42,3.195201153643807e-06
43,3.1952003260666086e-06
44,3.195199498514824e-06
45,3.1951986709884506e-06
46,3.1951978434874537e-06
47,3.1951970160118865e-06
48,3.195196188561767e-06
49,9.78193818695417e-06
50,3.1759963003769626e-06
51,3.1759956325880475e-06
52,3.175994964824925e-06
53,3.1759942970876846e-06
54,3.1759936293761875e-06
55,3.1759929616904965e-06
56,3.1759922940306066e-06
57,3.1759916263965165e-06
58,3.1759909587882224e-06
59,0.08198127883429698
60,3.175990291205752e-06
61,3.175989746802217e-06
62,3.175989202422006e-06
63,3.1759886580651105e-06
64,3.1759881137314732e-06
65,3.1759875694211785e-06
66,3.1759870251341933e-06
67,3.1759864808704774e-06
68,3.1759859366301086e-06
69,0.10546137708303333
70,3.174752639085377e-06
71,3.1747520825640567e-06
72,3.1747515260659265e-06
73,3.1747509695910066e-06
74,3.1747504131392523e-06
75,3.1747498567106753e-06
76,3.17474930030526e-06
77,3.1747487439230903e-06
78,3.1747481875640653e-06
79,3.174747631228227e-06
80,3.174747074915565e-06
81,3.1747465186260897e-06
82,3.1747459623598157e-06
83,3.1747454061167178e-06
84,3.1747448498968154e-06
85,3.1747442937000985e-06
86,3.174743737526565e-06
87,3.1747431813761937e-06
88,3.174742625249053e-06
89,3.174742069145071e-06
90,3.174741513064285e-06
91,3.1747409570066853e-06
92,3.174740400972268e-06
93,3.1747398449610495e-06
94,3.1747392889730105e-06
95,3.174738733008162e-06
96,3.1747381770665067e-06
97,3.1747376211480303e-06
98,3.174737065252762e-06
99,3.17473650938068e-06
100,3.1747359535317776e-06
101,3.174735397706049e-06
102,3.1747348419035257e-06
103,3.1747342861242203e-06
104,3.174733730368062e-06
105,3.174733174635116e-06
106,3.1747326189253604e-06
107,3.174732063238773e-06
108,3.1747315075754195e-06
109,3.174730951935237e-06
110,3.1747303963182536e-06
111,3.1747298407244615e-06
112,3.1747292851538505e-06
113,3.174728729606417e-06
114,3.1747281740821976e-06
115,3.174727618581174e-06
116,3.1747270631033417e-06
117,3.1747265076486993e-06
118,3.17472595221725e-06
119,3.1747253968090106e-06
120,3.17472484142396e-06
121,3.1747242860620906e-06
122,3.17472373072341e-06
123,3.1747231754079677e-06
124,3.174722620115682e-06
125,3.1747220648465957e-06
126,3.17472150960072e-06
127,3.174720954378019e-06
128,3.1747203991785146e-06
129,3.174719844002235e-06
130,3.1747192888491213e-06
131,3.174718733719247e-06
132,3.1747181786125314e-06
133,3.1747176235290178e-06
134,3.174717068468716e-06
135,3.1747165134316043e-06
136,3.174715958417693e-06
137,3.1747154034269787e-06
138,3.1747148484594374e-06
139,3.1747142935151476e-06
140,3.174713738594028e-06
141,3.1747131836960997e-06
142,5.595537745231691e-06
143,3.174712073969848e-06
144,3.174711519141565e-06
145,3.1747109643364112e-06
146,3.1747104095545138e-06
147,3.174709854795794e-06
148,3.174709300060275e-06
149,3.174708745347966e-06
150,3.1747081906588643e-06
151,3.17470763599295e-06
152,3.174707081350229e-06
153,3.1747065267307256e-06
154,0.008268814619203181
155,3.174705972134438e-06
156,3.1747056017280034e-06
157,3.174705231347643e-06
158,3.1747048609933546e-06
159,3.1747044906651426e-06
160,3.174704120363049e-06
161,3.174703750087e-06
162,3.1747033798370747e-06
163,3.1747030096131757e-06
164,3.1747026394154004e-06
165,3.1747022692436972e-06
166,3.1747018990980763e-06
167,3.1747015289785313e-06
168,3.1747011588850504e-06
169,3.1747007888176906e-06
170,3.174700418776391e-06
171,3.174700048761177e-06
172,3.174699678772066e-06
173,3.1746993088090193e-06
174,3.174698938872093e-06
175,3.1746985689611937e-06
176,3.1746981990764136e-06
177,3.1746978292177158e-06
178,3.1746974593850926e-06
179,3.1746970895785678e-06
180,3.1746967197981066e-06
181,3.174696350043758e-06
182,3.1746959803154902e-06
183,3.1746956106133313e-06
184,3.1746952409372144e-06
185,3.1746948712872e-06
186,3.1746945016632854e-06
187,3.1746941320654386e-06
188,3.174693762493708e-06
189,3.1746933929480506e-06
190,3.174693023428492e-06
191,3.174692653935012e-06
192,3.1746922844676323e-06
193,3.1746919150263197e-06
194,3.174691545611112e-06
195,3.1746911762219883e-06
196,3.174690806858964e-06
197,3.174690437522016e-06
198,3.174690068211182e-06
199,3.1746896989264334e-06
200,3.174689329667764e-06
201,3.1746889604351793e-06
202,3.1746885912286897e-06
203,3.174688222048328e-06
204,3.1746878528940097e-06
205,3.174687483765806e-06
206,3.1746871146636943e-06
207,3.1746867455876875e-06
208,3.17468637653778e-06
209,3.1746860075139428e-06
210,3.1746856385162196e-06
211,3.174685269544562e-06
212,3.1746849005990307e-06
213,3.174684531679586e-06
214,3.1746841627862268e-06
215,3.2640507250968897e-06
216,3.1629986453948572e-06
217,3.1629985526539262e-06
218,3.1629984599431463e-06
219,3.1629983672625105e-06
220,3.162998274611964e-06
221,3.1629981819915894e-06
222,0.031510841529587295
223,3.12970287732292e-06
224,3.1297024518106795e-06
225,3.1297020263300555e-06
226,3.1297016008811143e-06
227,3.12970117546379e-06
228,3.1297007500780798e-06
229,3.129700324724041e-06
230,3.1296998994016275e-06
231,0.054142511399472
232,3.129699474110861e-06
233,3.129699048851742e-06
234,3.1296986236257084e-06
235,3.1296981984327727e-06
236,3.129697773272907e-06
237,3.129697348146188e-06
238,3.129696923052514e-06
239,3.129696497991964e-06
240,3.129696072964486e-06
241,3.129695647970128e-06
242,3.129695223008871e-06
243,3.1296947980807e-06
244,3.129694373185609e-06
245,3.1296939483236474e-06
246,3.1296935234947754e-06
247,3.129693098698987e-06
248,3.1296926739363274e-06
249,3.1296922492067527e-06
250,3.1296918245102817e-06
251,3.129691399846917e-06
252,0.2656291958864948
253,3.1974664123860272e-06
254,3.197462795321796e-06
255,3.197459178247739e-06
256,0.016105296674197214
257,3.197455561163743e-06
258,3.1974522348441188e-06
259,3.1974489085164733e-06
260,3.1974455821808128e-06
261,3.1974422558371398e-06
262,3.1974389294854297e-06
263,3.1974356031257058e-06
264,3.1974322767579635e-06
265,3.1974289503822074e-06
266,3.1974256239984286e-06
267,3.1974222976066314e-06
268,3.197418971206816e-06
269,3.1974156447989554e-06
270,3.1974123183831063e-06
271,3.1974089919592324e-06
272,3.197405665527346e-06
273,3.197402339087424e-06
274,3.1973990126394805e-06
275,3.1973956861835286e-06
276,3.1973923597195553e-06
277,3.1973890332475386e-06
278,3.19738570676751e-06
279,3.197382380279477e-06
280,3.1973790537834104e-06
281,3.1973757272793195e-06
282,3.197372400767209e-06
283,3.197369074247117e-06
284,3.197365747718938e-06
285,3.1973624211827677e-06
286,3.197359094638594e-06
287,3.197355768086386e-06
288,3.197352441526127e-06
289,0.09868895944080038
290,3.1744012800226027e-06
291,3.174398057325152e-06
292,3.174394834624049e-06
293,3.1743916119192978e-06
294,3.1743883892108983e-06
295,3.174385166498875e-06
296,3.174381943783173e-06
297,3.17437872106383e-06
298,3.1743754983408498e-06
