,Weight
1,4.131550247275515e-06
2,4.131550239043467e-06
3,4.131550230820313e-06
4,4.131550222605984e-06
5,4.1315502144005276e-06
6,4.131550206203945e-06
7,4.1315501980161855e-06
8,4.131550189837308e-06
9,4.131550181667263e-06
10,4.131550173506088e-06
11,4.131550165353769e-06
12,4.131550157210307e-06
13,4.131550149075688e-06
14,4.131550140949955e-06
15,4.131550132833059e-06
16,4.131550124725017e-06
17,4.131550116625833e-06
18,4.13155010853552e-06
19,4.131550100454055e-06
20,4.131550092381464e-06
21,4.131550084317705e-06
22,4.131550076262814e-06
23,4.131550068216771e-06
24,4.131550060179574e-06
25,4.131550052151252e-06
26,4.1315500441317695e-06
27,4.131550036121181e-06
28,4.131550028119413e-06
29,4.131550020126532e-06
30,4.131550012142457e-06
31,4.131550004167294e-06
32,4.131549996200967e-06
33,4.131549988243491e-06
34,4.1315499802948935e-06
35,4.1315499723551446e-06
36,4.1315499644242345e-06
37,4.131549956502237e-06
38,4.131549948589044e-06
39,4.131549940684726e-06
40,4.131549932789254e-06
41,4.131549924902636e-06
42,4.131549917024913e-06
43,4.131549909156028e-06
44,4.131549901295984e-06
45,4.131549893444827e-06
46,4.131549885602508e-06
47,4.131549877769038e-06
48,4.131549869944449e-06
49,4.131549862128703e-06
50,4.131549854321815e-06
51,4.131549846523801e-06
52,4.131549838734639e-06
53,4.131549830954337e-06
54,4.131549823182867e-06
55,4.131549815420305e-06
56,4.131549807666538e-06
57,4.131549799921677e-06
58,4.131549792185675e-06
59,4.131549784458509e-06
60,0.017801793981331266
61,4.121820060998331e-06
62,4.1218190624008736e-06
63,4.121818063806586e-06
64,4.121817065215482e-06
65,4.12181606662751e-06
66,4.121815068042699e-06
67,4.121814069461059e-06
68,4.12181307088261e-06
69,0.07141769666687307
70,4.12181207230728e-06
71,4.121811073735137e-06
72,4.121810075162257e-06
73,4.121809076588681e-06
74,0.10224941188797887
75,4.1164588753947e-06
76,4.116458714588726e-06
77,4.116458553783123e-06
78,4.116458392977909e-06
79,4.116458232173043e-06
80,4.116458071368579e-06
81,4.116457910564502e-06
82,4.116457749760761e-06
83,4.1164575889574295e-06
