,Weight
1,3.4077012049871933e-06
2,3.4076990577002496e-06
3,3.4076969104074097e-06
4,3.4076947631086546e-06
5,3.407692615804009e-06
6,3.4076904684934786e-06
7,3.4076883211770276e-06
8,3.407686173854682e-06
9,3.407684026526414e-06
10,3.407681879192269e-06
11,3.4076797318522044e-06
12,3.4076775845062606e-06
13,0.08568434774237621
14,3.407675437154394e-06
15,3.407673719185458e-06
16,3.4076720012192036e-06
17,3.4076702832556484e-06
18,3.407668565294748e-06
19,3.4076668473365572e-06
20,3.4076651293810234e-06
21,3.4076634114282166e-06
22,3.4076616934780636e-06
23,3.40765997553061e-06
24,3.4076582575858373e-06
25,3.407656539643753e-06
26,3.4076548217043463e-06
27,3.4076531037676327e-06
28,3.4076513858336013e-06
29,3.407649667902252e-06
30,3.407647949973595e-06
31,3.407646232101558e-06
32,3.407644514232241e-06
33,3.4076427963656226e-06
34,3.4076410785016277e-06
35,3.4076393606403694e-06
36,3.407637642781809e-06
37,3.4076359249259096e-06
38,3.4076342070726825e-06
39,3.407632489222143e-06
40,3.4076307713742997e-06
41,3.4076290535291453e-06
42,3.4076273356866807e-06
43,3.407625617846891e-06
44,3.4076239000098087e-06
45,3.407622182175405e-06
46,3.4076204643436577e-06
47,3.4076187465146303e-06
48,3.4076170286882597e-06
49,0.011934176063226576
50,3.407615310864593e-06
51,3.4076135930436195e-06
52,3.407611875227349e-06
53,3.407610157415819e-06
54,3.407608439608983e-06
55,3.407606721806847e-06
56,3.407605004009449e-06
57,3.407603286216765e-06
58,3.4076015684287816e-06
59,3.407599850645523e-06
60,0.17548169084797727
61,3.4075981328669757e-06
62,3.4075971983117263e-06
63,3.407596263762713e-06
64,3.4075953292200038e-06
65,3.4075943946835255e-06
66,3.4075934601533466e-06
67,3.4075925256294235e-06
68,3.4075915911117743e-06
69,0.08448606953155628
70,3.4075906566003873e-06
71,3.4075897220952624e-06
72,3.4075887875964013e-06
73,3.407587853103819e-06
74,3.4075869186175048e-06
75,3.4075859841374715e-06
76,3.4075850496636974e-06
77,3.4075841151962083e-06
78,3.4075831807349618e-06
79,3.407582246279995e-06
80,3.4075813118313098e-06
81,3.4075803773888585e-06
82,3.4075794429527227e-06
83,3.40757850852286e-06
84,3.407577574099241e-06
85,3.4075766396818847e-06
86,3.407575705270827e-06
87,3.4075747708660395e-06
88,3.4075738364675048e-06
89,3.4075729020752525e-06
90,3.407571967689284e-06
91,3.407571033309569e-06
92,3.4075700989361276e-06
93,3.4075691645689683e-06
94,3.407568230208089e-06
95,3.4075672958534867e-06
96,3.4075663615051485e-06
97,3.407565427163053e-06
98,3.407564492827272e-06
99,3.4075635584977525e-06
100,3.4075626241744927e-06
101,3.4075616898575248e-06
102,3.407560755546846e-06
103,3.407559821242396e-06
104,3.4075588869442566e-06
105,0.13976076849008512
106,3.407557952652394e-06
107,3.4075570183668016e-06
108,3.4075560840874707e-06
109,3.4075551498144226e-06
110,3.4075542155476625e-06
111,3.4075532812871772e-06
112,3.407552347032956e-06
113,3.407551412785006e-06
114,3.4075504785433512e-06
115,3.407549544307963e-06
116,3.4075486100788612e-06
117,3.40754767585603e-06
118,3.407546741639477e-06
119,3.4075458074291884e-06
120,3.4075448732252007e-06
121,3.4075439390274856e-06
122,3.4075430048360314e-06
123,3.40754207065085e-06
124,3.407541136471999e-06
125,3.4075402022993875e-06
126,3.4075392681330593e-06
127,3.4075383339730346e-06
128,3.4075373998192408e-06
129,3.407536465671766e-06
130,3.4075355315305724e-06
131,3.407534597395633e-06
132,3.4075336632670058e-06
133,3.4075327291446364e-06
134,3.4075317950285673e-06
135,3.407530860918768e-06
136,3.407529926815255e-06
137,3.4075289927179796e-06
138,3.4075280586270508e-06
139,3.407527124542365e-06
140,3.407526190463975e-06
141,3.407525256391863e-06
142,3.407524322326034e-06
143,3.4075233882664792e-06
144,3.4075224542132235e-06
145,3.4075215201662663e-06
146,0.005046198137725443
147,3.407520586125561e-06
148,3.407519652091163e-06
149,3.4075187180629997e-06
150,3.407517784041153e-06
151,3.4075168500256057e-06
152,3.4075159160163394e-06
153,3.4075149820133394e-06
154,3.407514048016649e-06
155,3.4075131140262236e-06
156,3.4075121800420625e-06
157,3.4075112460642232e-06
158,3.4075103120926554e-06
159,3.4075093781273873e-06
160,3.407508444168398e-06
161,3.407507510215695e-06
162,3.407506576269275e-06
163,3.407505642329132e-06
164,3.4075047083952867e-06
165,3.4075037744677294e-06
166,3.4075028405464384e-06
167,3.4075019066314545e-06
168,3.4075009727227716e-06
169,3.4075000388203462e-06
170,3.4074991049242245e-06
