,Weight
1,4.597168743548072e-06
2,4.597168554316756e-06
3,4.5971683650907716e-06
4,4.59716817587005e-06
5,4.5971679866547085e-06
6,4.597167797444658e-06
7,4.597167608239965e-06
8,4.597167419040561e-06
9,4.597167229846511e-06
10,4.597167040657769e-06
11,4.59716685147435e-06
12,4.597166662296266e-06
13,0.028236735516637124
14,4.5971664731235055e-06
15,4.597166283956082e-06
16,4.59716609479394e-06
17,4.597165905637195e-06
18,4.597165716485729e-06
19,4.597165527339565e-06
20,4.5971653381987445e-06
21,4.597165149063258e-06
22,4.597164959933138e-06
23,4.597164770808324e-06
24,4.597164581688748e-06
25,9.975704761626587e-06
26,4.597164392574613e-06
27,0.02890214859197295
28,4.597164203465763e-06
29,4.597164014362189e-06
30,4.5971638252670925e-06
31,4.597163636180401e-06
32,4.597163447102115e-06
33,4.597163258032243e-06
34,4.597163068970783e-06
35,4.597162879917725e-06
36,4.597162690873123e-06
37,4.597162501836937e-06
38,4.597162312809115e-06
39,4.597162123789759e-06
40,4.597161934778811e-06
41,4.597161745776269e-06
42,4.597161556782115e-06
43,4.597161367796448e-06
44,4.5971611788191565e-06
45,4.597160989850287e-06
46,4.597160800889816e-06
47,4.597160611937805e-06
48,4.597160422994172e-06
49,0.04850609487598743
50,4.565897512914213e-06
51,4.565897310139651e-06
52,4.565897107376401e-06
53,4.565896904624328e-06
54,4.565896701883576e-06
55,4.5658964991540515e-06
56,4.56589629643579e-06
57,4.565896093728725e-06
58,4.565895891032978e-06
59,0.05827697010626937
60,4.586163014335699e-06
61,4.5861616862239635e-06
62,4.586160358102814e-06
63,4.586159029972244e-06
64,4.58615770183221e-06
65,4.5861563736827664e-06
66,4.586155045523897e-06
67,4.586153717355564e-06
68,4.586152389177816e-06
69,0.12653583063370338
70,4.590599534263635e-06
71,4.590598250551729e-06
72,4.590596966830833e-06
73,4.590595683100992e-06
74,4.590594399362156e-06
75,4.590593115614287e-06
76,4.590591831857476e-06
77,4.590590548091653e-06
78,4.590589264316826e-06
79,4.59058798053302e-06
80,4.5905866967402125e-06
81,4.590585412938467e-06
82,4.590584129127706e-06
83,4.590582845307968e-06
84,4.590581561479222e-06
85,4.590580277641441e-06
86,4.590578993794781e-06
