,Weight
1,3.769982575360679e-06
2,3.76998252745249e-06
3,3.7699824795592857e-06
4,3.769982431681129e-06
5,3.7699823838179374e-06
6,3.7699823359697353e-06
7,3.769982288136508e-06
8,3.769982240318272e-06
9,3.769982192515074e-06
10,3.769982144726806e-06
11,3.7699820969535683e-06
12,3.769982049195328e-06
13,3.7626514071888333e-06
14,3.7626510868959934e-06
15,3.7626507666028095e-06
16,3.7626504463091747e-06
17,3.7626501260150583e-06
18,3.762649805720547e-06
19,3.7626494854255972e-06
20,3.762649165130199e-06
21,3.762648844834389e-06
22,3.7626485245380997e-06
23,3.762648204241413e-06
24,3.7626478839442697e-06
25,3.7699820014520515e-06
26,3.762647563646692e-06
27,3.7626472433486868e-06
28,3.7626469230502374e-06
29,3.762646602751339e-06
30,3.7626462824520667e-06
31,3.762645962152298e-06
32,3.7626456418521296e-06
33,3.7626453215514987e-06
34,3.762645001250427e-06
35,3.762644680948957e-06
36,3.7626443606470245e-06
37,3.762644040344663e-06
38,3.7626437200418735e-06
39,3.762643399738605e-06
40,3.7626430794349576e-06
41,3.762642759130852e-06
42,3.7626424388263016e-06
43,3.7626421185213232e-06
44,3.762641798215926e-06
45,3.762641477910074e-06
46,3.7626411576037967e-06
47,3.7626408372970485e-06
48,3.7626405169899276e-06
49,0.03188518360705882
50,3.7581982019889686e-06
51,3.758197068539e-06
52,3.7581959350961082e-06
53,3.75819480166033e-06
54,3.7581936682316573e-06
55,3.758192534810095e-06
56,3.7581914013956566e-06
57,3.7581902679883687e-06
58,3.7581891345881323e-06
59,3.758188001195006e-06
60,0.037198144648704926
61,3.7626401966823353e-06
62,3.7626400121136948e-06
63,3.762639827550011e-06
64,3.7626396429912935e-06
65,3.762639458437585e-06
66,3.7626392738888605e-06
67,3.7626390893450478e-06
68,3.7626389048062367e-06
69,0.12169151177953054
70,3.762638720272387e-06
71,3.7626385357435042e-06
72,3.7626383512158173e-06
73,3.7626381666893132e-06
74,3.762637982163974e-06
75,3.7626377976398626e-06
76,3.7626376131168755e-06
77,3.7626374285951093e-06
78,3.762637244074534e-06
79,3.762637059555116e-06
80,3.7626368750369165e-06
81,3.762636690519921e-06
