,Weight
1,4.06666701288209e-06
2,4.066666807165551e-06
3,4.066666601449791e-06
4,4.066666395734812e-06
5,4.066666190020605e-06
6,4.0666659843071865e-06
7,4.0666657785945525e-06
8,4.066665572882664e-06
9,4.066665367171603e-06
10,4.0666651614613014e-06
11,4.0666649557518015e-06
12,4.066664750043024e-06
13,0.0033751939717206964
14,4.06666454433509e-06
15,4.06666433862788e-06
16,4.0666641329215e-06
17,4.06666392721586e-06
18,4.066663721510986e-06
19,4.066663515806946e-06
20,4.06666331010365e-06
21,4.066663104401132e-06
22,4.066662898699388e-06
23,4.066662692998427e-06
24,4.066662487298257e-06
25,0.03601087625079667
26,4.066457356373383e-06
27,4.066457198221754e-06
28,4.066457040070614e-06
29,4.066456881919951e-06
30,4.06645672376972e-06
31,4.066456565619942e-06
32,4.066456407470659e-06
33,4.066456249321756e-06
34,4.0664560911733334e-06
35,4.066455933025388e-06
36,4.066455774877894e-06
37,4.066455616730808e-06
38,4.0664554585842485e-06
39,4.066455300438121e-06
40,4.066455142292435e-06
41,4.066454984147225e-06
42,4.066454826002455e-06
43,4.066454667858148e-06
44,4.066454509714279e-06
45,4.066454351570853e-06
46,4.066454193427937e-06
47,4.066454035285409e-06
48,4.0664538771434165e-06
49,4.28499214975935e-06
50,4.066453228051968e-06
51,4.066453069905946e-06
52,4.066452911760341e-06
53,4.066452753615207e-06
54,4.066452595470578e-06
55,4.066452437326333e-06
56,4.066452279182593e-06
57,4.066452121039277e-06
58,4.066451962896471e-06
59,4.066451804754068e-06
60,4.066451646612141e-06
61,4.066451488470675e-06
62,4.0664513303296265e-06
63,4.06645117218911e-06
64,4.066451014048963e-06
65,4.066450855909299e-06
66,4.066450697770095e-06
67,4.066450539631359e-06
68,4.06645038149304e-06
69,0.10617235038530386
70,4.067091878061758e-06
71,4.067091726340947e-06
72,4.067091574620642e-06
73,4.067091422900841e-06
74,4.0670912711815765e-06
75,4.067091119462821e-06
76,4.067090967744621e-06
77,4.067090816026897e-06
78,4.067090664309707e-06
79,4.0670905125930525e-06
80,4.067090360876885e-06
81,4.06709020916126e-06
82,4.067090057446136e-06
83,4.06708990573157e-06
84,4.067089754017485e-06
85,4.0670896023039575e-06
86,4.067089450590932e-06
87,4.067089298878406e-06
88,4.067089147166432e-06
89,4.0670889954549715e-06
90,4.067088843744022e-06
91,4.067088692033594e-06
92,4.067088540323706e-06
93,4.067088388614325e-06
94,4.067088236905436e-06
95,4.0670880851971e-06
96,4.067087933489278e-06
97,0.01256051925825299
98,4.063399272168345e-06
99,4.063398879840222e-06
100,4.063398487509433e-06
101,4.063398095176021e-06
102,4.063397702840007e-06
103,4.0633973105012924e-06
104,4.06339691815997e-06
105,4.06339652581605e-06
106,4.063396133469401e-06
107,4.063395741120157e-06
108,0.003926875956111465
109,4.063395348768291e-06
110,4.063394956413799e-06
111,4.063394564056647e-06
112,4.063394171696817e-06
113,4.0633937793343945e-06
114,4.0633933869693245e-06
115,4.063392994601598e-06
116,4.063392602231227e-06
117,4.06339220985824e-06
118,4.063391817482608e-06
119,4.063391425104342e-06
120,4.063391032723422e-06
121,4.063390640339838e-06
122,4.063390247953664e-06
123,4.063389855564795e-06
124,4.0633894631733295e-06
125,4.063389070779179e-06
126,4.063388678382426e-06
127,4.0633882859830085e-06
128,4.063387893580972e-06
129,4.06338750117628e-06
130,4.0633871087689155e-06
131,4.063386716358957e-06
132,4.063386323946341e-06
133,4.063385931531047e-06
134,4.063385539113131e-06
135,4.063385146692595e-06
136,4.06338475426936e-06
137,4.063384361843589e-06
138,4.063383969415075e-06
139,4.063383576983956e-06
140,4.0633831845501775e-06
141,4.063382792113738e-06
142,0.0036550770332841125
143,4.041184560001033e-06
144,4.0411841281142575e-06
145,4.04118369623865e-06
146,4.063382399674669e-06
147,4.041183264374137e-06
148,4.04118283252083e-06
149,4.041182400678609e-06
150,4.041181968847551e-06
151,4.0411815370276e-06
152,4.041181105218832e-06
153,4.041180673421143e-06
154,4.0411802416345905e-06
155,4.041179809859245e-06
156,4.041179378094992e-06
157,4.041178946341867e-06
158,4.041178514599881e-06
159,4.0411780828690595e-06
160,4.041177651149364e-06
161,4.0411772194408e-06
162,4.041176787743387e-06
163,4.041176356057116e-06
164,4.041175924381971e-06
