,Weight
1,4.190449451881513e-06
2,4.190448072281488e-06
3,4.190446692675472e-06
4,4.190445313063565e-06
5,4.190443933445673e-06
6,4.190442553821849e-06
7,4.190441174192084e-06
8,4.190439794556385e-06
9,4.1904384149147324e-06
10,4.19043703526715e-06
11,4.190435655613605e-06
12,4.190434275954132e-06
13,4.190432896288716e-06
14,4.1904315166173076e-06
15,4.190430136940009e-06
16,4.190428757256752e-06
17,4.1904273775675775e-06
18,4.190425997872401e-06
19,4.190424618171331e-06
20,4.190423238464272e-06
21,4.1904218587512945e-06
22,4.190420479032384e-06
23,4.190419099307492e-06
24,4.190417719576685e-06
25,4.190416339839909e-06
26,4.190414960097218e-06
27,4.190413580348553e-06
28,4.190412200593941e-06
29,4.190410820833393e-06
30,4.190409441066864e-06
31,4.190408061294458e-06
32,4.190406681516053e-06
33,4.190405301731737e-06
34,4.190403921941409e-06
35,4.190402542145191e-06
36,4.190401162342997e-06
37,4.190399782534869e-06
38,4.1903984027207984e-06
39,4.190397022900756e-06
40,4.190395643074756e-06
41,4.1903942632428585e-06
42,4.190392883404971e-06
43,4.1903915035611415e-06
44,4.190390123711378e-06
45,4.190388743855637e-06
46,4.190387363993981e-06
47,4.190385984126337e-06
48,4.1903849262406525e-06
49,4.19038361374058e-06
50,4.190382301235913e-06
51,4.190380988726617e-06
52,4.190379676212742e-06
53,4.190378363694257e-06
54,4.190377051171182e-06
55,4.190375738643527e-06
56,4.190374426111207e-06
57,4.190373113574307e-06
58,4.190371801032814e-06
59,4.190370488486693e-06
60,0.05347961327849588
61,4.1912911492692785e-06
62,4.191290100447538e-06
63,4.191289051626372e-06
64,4.191288002805789e-06
65,4.191286953985784e-06
66,4.1912859051663615e-06
67,4.191284856347505e-06
68,4.1912838075292484e-06
69,0.0133737093516156
70,4.165750626801377e-06
71,4.1657504089879425e-06
72,4.165750191188178e-06
73,4.165749973402079e-06
74,4.1657497556296385e-06
75,4.165749537870905e-06
76,4.165749320125823e-06
77,4.165749102394448e-06
78,4.165748884676724e-06
79,4.165748666972652e-06
80,4.165748449282306e-06
81,4.165748231605602e-06
82,4.165748013942575e-06
83,4.165747796293214e-06
84,4.165747578657535e-06
85,4.165747361035538e-06
86,4.165747143427225e-06
87,4.165746925832583e-06
88,4.165746708251615e-06
89,4.165746490684336e-06
90,4.165746273130698e-06
91,4.165746055590764e-06
92,4.16574583806452e-06
93,4.165745620551932e-06
94,4.1657454030530415e-06
95,4.1657451855678235e-06
96,4.165744968096299e-06
97,4.165744750638412e-06
98,4.165744533194237e-06
99,4.165744315763748e-06
100,4.165744098346923e-06
101,4.165743880943767e-06
102,4.165743663554338e-06
103,4.165743446178523e-06
104,4.165743228816437e-06
105,4.165743011468033e-06
106,4.165742794133295e-06
107,4.165742576812228e-06
108,4.165742359504856e-06
109,4.165742142211188e-06
110,4.165741924931159e-06
111,4.165741707664844e-06
112,4.165741490412213e-06
113,4.165741273173272e-06
114,4.165741055947995e-06
115,4.165740838736406e-06
116,4.165740621538513e-06
117,4.165740404354287e-06
118,4.165740187183775e-06
119,4.165739970026946e-06
120,4.165739752883768e-06
121,4.165739535754288e-06
122,4.165739318638523e-06
123,4.165739101536413e-06
124,4.165738884448e-06
125,4.165738667373285e-06
126,4.165738450312237e-06
127,4.165738233264908e-06
128,4.165738016231228e-06
129,4.165737799211265e-06
130,4.165737582204964e-06
131,4.165737365212382e-06
132,4.165737148233466e-06
133,4.165736931268265e-06
134,4.165736714316726e-06
135,4.165736497378891e-06
136,4.165736280454761e-06
137,0.1159253995520717
138,4.165736063544286e-06
139,4.1657358466475165e-06
140,4.165735629764447e-06
141,4.165735412895043e-06
142,4.16573519603935e-06
143,4.165734979197352e-06
144,4.165734762369074e-06
145,4.165734545554426e-06
146,4.165734328753529e-06
147,4.165734111966268e-06
148,4.165733895192736e-06
149,4.165733678432893e-06
